Permeability,Porosity,Salinity,Sgr,Depth,Thickness,InjectionRate,Time,RTI,STI
124,0.28,213000,0.35,1760,105,42735,190,0.6982,0.167
124,0.28,213000,0.35,1760,105,42735,200,0.6984,0.167
124,0.28,213000,0.35,1760,105,42735,210,0.6985,0.167
124,0.28,213000,0.35,1760,105,42735,220,0.6986,0.167
124,0.28,213000,0.35,1760,105,42735,230,0.6987,0.167
124,0.28,213000,0.35,1760,105,42735,240,0.6987,0.167
124,0.28,213000,0.35,1760,105,42735,250,0.6988,0.167
124,0.28,213000,0.35,1760,105,42735,260,0.6988,0.167
124,0.28,213000,0.35,1760,105,42735,270,0.6988,0.167
124,0.28,213000,0.35,1760,105,42735,280,0.6989,0.167
124,0.28,213000,0.35,1760,105,42735,290,0.6989,0.167
124,0.28,213000,0.35,1760,105,42735,300,0.6989,0.167
200,0.12,213000,0.35,1160,124,46805,10,0.3428,0.0982
200,0.12,213000,0.35,1160,124,46805,20,0.4338,0.1074
200,0.12,213000,0.35,1160,124,46805,30,0.4344,0.1074
200,0.12,213000,0.35,1160,124,46805,40,0.4349,0.1074
200,0.12,213000,0.35,1160,124,46805,50,0.4352,0.1074
200,0.12,213000,0.35,1160,124,46805,60,0.4349,0.1074
200,0.12,213000,0.35,1160,124,46805,70,0.4354,0.1074
200,0.12,213000,0.35,1160,124,46805,80,0.4355,0.1086
200,0.12,213000,0.35,1160,124,46805,90,0.4355,0.1086
200,0.12,213000,0.35,1160,124,46805,100,0.4356,0.1086
200,0.12,213000,0.35,1160,124,46805,110,0.4357,0.1086
200,0.12,213000,0.35,1160,124,46805,120,0.4358,0.1086
200,0.12,213000,0.35,1160,124,46805,130,0.4359,0.1086
200,0.12,213000,0.35,1160,124,46805,140,0.436,0.1086
200,0.12,213000,0.35,1160,124,46805,150,0.4362,0.1086
200,0.12,213000,0.35,1160,124,46805,160,0.4363,0.1097
200,0.12,213000,0.35,1160,124,46805,170,0.4364,0.1097
200,0.12,213000,0.35,1160,124,46805,180,0.4365,0.1097
200,0.12,213000,0.35,1160,124,46805,190,0.4366,0.1097
200,0.12,213000,0.35,1160,124,46805,200,0.4367,0.1097
200,0.12,213000,0.35,1160,124,46805,210,0.4368,0.1097
200,0.12,213000,0.35,1160,124,46805,220,0.4369,0.1097
200,0.12,213000,0.35,1160,124,46805,230,0.437,0.1097
200,0.12,213000,0.35,1160,124,46805,240,0.4371,0.1097
200,0.12,213000,0.35,1160,124,46805,250,0.4372,0.1109
200,0.12,213000,0.35,1160,124,46805,260,0.4373,0.1109
200,0.12,213000,0.35,1160,124,46805,270,0.4374,0.1109
200,0.12,213000,0.35,1160,124,46805,280,0.4375,0.1109
200,0.12,213000,0.35,1160,124,46805,290,0.4376,0.1109
200,0.12,213000,0.35,1160,124,46805,300,0.4377,0.1109
181,0.3,39000,0.47,1640,143,40700,10,0.2808,0.372
181,0.3,39000,0.47,1640,143,40700,20,0.5191,0.4145
181,0.3,39000,0.47,1640,143,40700,30,0.5229,0.4145
181,0.3,39000,0.47,1640,143,40700,40,0.5231,0.4145
181,0.3,39000,0.47,1640,143,40700,50,0.5232,0.4145
181,0.3,39000,0.47,1640,143,40700,60,0.5233,0.4145
181,0.3,39000,0.47,1640,143,40700,70,0.5233,0.4251
181,0.3,39000,0.47,1640,143,40700,80,0.5235,0.4251
181,0.3,39000,0.47,1640,143,40700,90,0.5241,0.4251
181,0.3,39000,0.47,1640,143,40700,100,0.5246,0.4251
181,0.3,39000,0.47,1640,143,40700,110,0.525,0.4251
181,0.3,39000,0.47,1640,143,40700,120,0.5252,0.4251
181,0.3,39000,0.47,1640,143,40700,130,0.5254,0.4358
181,0.3,39000,0.47,1640,143,40700,140,0.5259,0.4358
181,0.3,39000,0.47,1640,143,40700,150,0.5267,0.4358
181,0.3,39000,0.47,1640,143,40700,160,0.527,0.4358
181,0.3,39000,0.47,1640,143,40700,170,0.5271,0.4358
181,0.3,39000,0.47,1640,143,40700,180,0.5269,0.4358
181,0.3,39000,0.47,1640,143,40700,190,0.5266,0.4464
181,0.3,39000,0.47,1640,143,40700,200,0.5262,0.4464
181,0.3,39000,0.47,1640,143,40700,210,0.5246,0.4464
181,0.3,39000,0.47,1640,143,40700,220,0.5229,0.4464
181,0.3,39000,0.47,1640,143,40700,230,0.5213,0.4464
181,0.3,39000,0.47,1640,143,40700,240,0.5195,0.457
181,0.3,39000,0.47,1640,143,40700,250,0.5176,0.457
181,0.3,39000,0.47,1640,143,40700,260,0.5155,0.457
181,0.3,39000,0.47,1640,143,40700,270,0.5133,0.457
181,0.3,39000,0.47,1640,143,40700,280,0.511,0.457
181,0.3,39000,0.47,1640,143,40700,290,0.5089,0.4676
181,0.3,39000,0.47,1640,143,40700,300,0.507,0.4676
181,0.1,10000,0.44,1760,143,36630,10,0.2939,0.2362
181,0.1,10000,0.44,1760,143,36630,20,0.6477,0.248
181,0.1,10000,0.44,1760,143,36630,30,0.6506,0.2539
181,0.1,10000,0.44,1760,143,36630,40,0.6533,0.2598
181,0.1,10000,0.44,1760,143,36630,50,0.6563,0.2657
181,0.1,10000,0.44,1760,143,36630,60,0.6602,0.2716
181,0.1,10000,0.44,1760,143,36630,70,0.6638,0.2716
181,0.1,10000,0.44,1760,143,36630,80,0.6667,0.2775
181,0.1,10000,0.44,1760,143,36630,90,0.6696,0.2834
181,0.1,10000,0.44,1760,143,36630,100,0.6716,0.2834
181,0.1,10000,0.44,1760,143,36630,110,0.671,0.2893
181,0.1,10000,0.44,1760,143,36630,120,0.6698,0.2952
181,0.1,10000,0.44,1760,143,36630,130,0.6686,0.3011
181,0.1,10000,0.44,1760,143,36630,140,0.6674,0.3011
181,0.1,10000,0.44,1760,143,36630,150,0.6658,0.307
181,0.1,10000,0.44,1760,143,36630,160,0.6637,0.3129
181,0.1,10000,0.44,1760,143,36630,170,0.6615,0.3188
181,0.1,10000,0.44,1760,143,36630,180,0.6585,0.3188
181,0.1,10000,0.44,1760,143,36630,190,0.6547,0.3248
181,0.1,10000,0.44,1760,143,36630,200,0.6517,0.3307
181,0.1,10000,0.44,1760,143,36630,210,0.6478,0.3307
181,0.1,10000,0.44,1760,143,36630,220,0.6438,0.3366
181,0.1,10000,0.44,1760,143,36630,230,0.6391,0.3425
181,0.1,10000,0.44,1760,143,36630,240,0.6345,0.3484
181,0.1,10000,0.44,1760,143,36630,250,0.6296,0.3543
181,0.1,10000,0.44,1760,143,36630,260,0.6246,0.3602
181,0.1,10000,0.44,1760,143,36630,270,0.6201,0.3661
181,0.1,10000,0.44,1760,143,36630,280,0.6164,0.3661
181,0.1,10000,0.44,1760,143,36630,290,0.6128,0.372
181,0.1,10000,0.44,1760,143,36630,300,0.6086,0.372
143,0.16,39000,0.44,1640,200,48840,10,0.3443,0.2746
143,0.16,39000,0.44,1640,200,48840,20,0.6105,0.3011
143,0.16,39000,0.44,1640,200,48840,30,0.6133,0.3011
143,0.16,39000,0.44,1640,200,48840,40,0.614,0.31
143,0.16,39000,0.44,1640,200,48840,50,0.614,0.31
143,0.16,39000,0.44,1640,200,48840,60,0.6135,0.31
143,0.16,39000,0.44,1640,200,48840,70,0.6119,0.3188
143,0.16,39000,0.44,1640,200,48840,80,0.6105,0.3188
143,0.16,39000,0.44,1640,200,48840,90,0.6092,0.3188
143,0.16,39000,0.44,1640,200,48840,100,0.6077,0.3188
143,0.16,39000,0.44,1640,200,48840,110,0.6065,0.3277
143,0.16,39000,0.44,1640,200,48840,120,0.6055,0.3277
143,0.16,39000,0.44,1640,200,48840,130,0.6048,0.3277
143,0.16,39000,0.44,1640,200,48840,140,0.6045,0.3277
143,0.16,39000,0.44,1640,200,48840,150,0.604,0.3277
143,0.16,39000,0.44,1640,200,48840,160,0.6033,0.3277
143,0.16,39000,0.44,1640,200,48840,170,0.6025,0.3366
143,0.16,39000,0.44,1640,200,48840,180,0.6018,0.3366
143,0.16,39000,0.44,1640,200,48840,190,0.6015,0.3366
143,0.16,39000,0.44,1640,200,48840,200,0.6012,0.3366
143,0.16,39000,0.44,1640,200,48840,210,0.6009,0.3366
143,0.16,39000,0.44,1640,200,48840,220,0.6004,0.3366
143,0.16,39000,0.44,1640,200,48840,230,0.5997,0.3366
143,0.16,39000,0.44,1640,200,48840,240,0.599,0.3366
143,0.16,39000,0.44,1640,200,48840,250,0.5982,0.3366
143,0.16,39000,0.44,1640,200,48840,260,0.5977,0.3454
143,0.16,39000,0.44,1640,200,48840,270,0.5972,0.3454
143,0.16,39000,0.44,1640,200,48840,280,0.5966,0.3454
143,0.16,39000,0.44,1640,200,48840,290,0.5958,0.3454
143,0.16,39000,0.44,1640,200,48840,300,0.595,0.3454
124,0.12,213000,0.35,1520,10,46805,10,0.1868,0.0445
124,0.12,213000,0.35,1520,10,46805,20,0.1999,0.0578
124,0.12,213000,0.35,1520,10,46805,30,0.2154,0.0602
124,0.12,213000,0.35,1520,10,46805,40,0.2297,0.0628
124,0.12,213000,0.35,1520,10,46805,50,0.2425,0.0658
124,0.12,213000,0.35,1520,10,46805,60,0.2535,0.0686
124,0.12,213000,0.35,1520,10,46805,70,0.2635,0.0716
124,0.12,213000,0.35,1520,10,46805,80,0.2724,0.0751
124,0.12,213000,0.35,1520,10,46805,90,0.2809,0.0781
124,0.12,213000,0.35,1520,10,46805,100,0.288,0.0814
124,0.12,213000,0.35,1520,10,46805,110,0.2946,0.0849
124,0.12,213000,0.35,1520,10,46805,120,0.3015,0.0884
124,0.12,213000,0.35,1520,10,46805,130,0.3079,0.0916
124,0.12,213000,0.35,1520,10,46805,140,0.3136,0.0947
124,0.12,213000,0.35,1520,10,46805,150,0.319,0.0978
124,0.12,213000,0.35,1520,10,46805,160,0.324,0.1007
124,0.12,213000,0.35,1520,10,46805,170,0.3284,0.1038
124,0.12,213000,0.35,1520,10,46805,180,0.333,0.1069
124,0.12,213000,0.35,1520,10,46805,190,0.3377,0.1096
124,0.12,213000,0.35,1520,10,46805,200,0.3419,0.1123
124,0.12,213000,0.35,1520,10,46805,210,0.3456,0.1149
124,0.12,213000,0.35,1520,10,46805,220,0.3491,0.1175
124,0.12,213000,0.35,1520,10,46805,230,0.3524,0.1199
124,0.12,213000,0.35,1520,10,46805,240,0.3555,0.1222
124,0.12,213000,0.35,1520,10,46805,250,0.3585,0.1243
124,0.12,213000,0.35,1520,10,46805,260,0.3615,0.1264
124,0.12,213000,0.35,1520,10,46805,270,0.3642,0.1285
124,0.12,213000,0.35,1520,10,46805,280,0.3669,0.1304
124,0.12,213000,0.35,1520,10,46805,290,0.3695,0.1323
124,0.12,213000,0.35,1520,10,46805,300,0.3718,0.1342
10,0.24,242000,0.41,1520,162,42735,10,0.3343,0.1256
10,0.24,242000,0.41,1520,162,42735,20,0.5779,0.139
10,0.24,242000,0.41,1520,162,42735,30,0.6849,0.148
10,0.24,242000,0.41,1520,162,42735,40,0.7381,0.1525
10,0.24,242000,0.41,1520,162,42735,50,0.7645,0.1525
10,0.24,242000,0.41,1520,162,42735,60,0.7732,0.1525
10,0.24,242000,0.41,1520,162,42735,70,0.7783,0.1525
10,0.24,242000,0.41,1520,162,42735,80,0.7804,0.1525
10,0.24,242000,0.41,1520,162,42735,90,0.7818,0.1525
10,0.24,242000,0.41,1520,162,42735,100,0.7831,0.1525
10,0.24,242000,0.41,1520,162,42735,110,0.7844,0.1525
10,0.24,242000,0.41,1520,162,42735,120,0.7857,0.1525
10,0.24,242000,0.41,1520,162,42735,130,0.787,0.1525
10,0.24,242000,0.41,1520,162,42735,140,0.7883,0.1525
10,0.24,242000,0.41,1520,162,42735,150,0.7896,0.1525
10,0.24,242000,0.41,1520,162,42735,160,0.7909,0.1525
10,0.24,242000,0.41,1520,162,42735,170,0.7921,0.1525
10,0.24,242000,0.41,1520,162,42735,180,0.7934,0.1525
10,0.24,242000,0.41,1520,162,42735,190,0.7947,0.1525
10,0.24,242000,0.41,1520,162,42735,200,0.796,0.1525
10,0.24,242000,0.41,1520,162,42735,210,0.7972,0.1525
10,0.24,242000,0.41,1520,162,42735,220,0.7984,0.1525
10,0.24,242000,0.41,1520,162,42735,230,0.7997,0.1525
10,0.24,242000,0.41,1520,162,42735,240,0.8009,0.1525
10,0.24,242000,0.41,1520,162,42735,250,0.802,0.1525
10,0.24,242000,0.41,1520,162,42735,260,0.8032,0.1525
10,0.24,242000,0.41,1520,162,42735,270,0.8043,0.1525
10,0.24,242000,0.41,1520,162,42735,280,0.8054,0.1525
10,0.24,242000,0.41,1520,162,42735,290,0.8065,0.1525
10,0.24,242000,0.41,1520,162,42735,300,0.8075,0.1525
10,0.18,97000,0.35,800,86,50875,10,0.3432,0.2159
10,0.18,97000,0.35,800,86,50875,20,0.5494,0.2564
10,0.18,97000,0.35,800,86,50875,30,0.6507,0.2699
10,0.18,97000,0.35,800,86,50875,40,0.6653,0.2834
10,0.18,97000,0.35,800,86,50875,50,0.6687,0.2834
10,0.18,97000,0.35,800,86,50875,60,0.6708,0.2834
10,0.18,97000,0.35,800,86,50875,70,0.6725,0.2834
10,0.18,97000,0.35,800,86,50875,80,0.6741,0.2834
10,0.18,97000,0.35,800,86,50875,90,0.6755,0.2834
10,0.18,97000,0.35,800,86,50875,100,0.6767,0.2834
10,0.18,97000,0.35,800,86,50875,110,0.6779,0.2834
10,0.18,97000,0.35,800,86,50875,120,0.679,0.2834
10,0.18,97000,0.35,800,86,50875,130,0.6806,0.2834
10,0.18,97000,0.35,800,86,50875,140,0.6824,0.2834
10,0.18,97000,0.35,800,86,50875,150,0.6838,0.2834
10,0.18,97000,0.35,800,86,50875,160,0.6844,0.2834
10,0.18,97000,0.35,800,86,50875,170,0.6851,0.2834
10,0.18,97000,0.35,800,86,50875,180,0.6857,0.2834
10,0.18,97000,0.35,800,86,50875,190,0.6863,0.2834
10,0.18,97000,0.35,800,86,50875,200,0.6868,0.2834
10,0.18,97000,0.35,800,86,50875,210,0.6873,0.2834
10,0.18,97000,0.35,800,86,50875,220,0.6877,0.2834
10,0.18,97000,0.35,800,86,50875,230,0.6882,0.2834
10,0.18,97000,0.35,800,86,50875,240,0.6886,0.2834
10,0.18,97000,0.35,800,86,50875,250,0.689,0.2834
10,0.18,97000,0.35,800,86,50875,260,0.6894,0.2834
10,0.18,97000,0.35,800,86,50875,270,0.6898,0.2834
10,0.18,97000,0.35,800,86,50875,280,0.6901,0.2834
10,0.18,97000,0.35,800,86,50875,290,0.6905,0.2834
10,0.18,97000,0.35,800,86,50875,300,0.6909,0.2834
86,0.3,126000,0.47,2000,162,50875,10,0.312,0.1956
86,0.3,126000,0.47,2000,162,50875,20,0.7246,0.2296
86,0.3,126000,0.47,2000,162,50875,30,0.7313,0.2296
86,0.3,126000,0.47,2000,162,50875,40,0.7369,0.2296
86,0.3,126000,0.47,2000,162,50875,50,0.7419,0.2296
86,0.3,126000,0.47,2000,162,50875,60,0.7462,0.2296
86,0.3,126000,0.47,2000,162,50875,70,0.7497,0.2296
86,0.3,126000,0.47,2000,162,50875,80,0.7525,0.2296
86,0.3,126000,0.47,2000,162,50875,90,0.7548,0.2296
86,0.3,126000,0.47,2000,162,50875,100,0.7565,0.2296
86,0.3,126000,0.47,2000,162,50875,110,0.7579,0.2296
86,0.3,126000,0.47,2000,162,50875,120,0.759,0.2296
86,0.3,126000,0.47,2000,162,50875,130,0.76,0.2296
86,0.3,126000,0.47,2000,162,50875,140,0.7608,0.2296
86,0.3,126000,0.47,2000,162,50875,150,0.7615,0.2296
86,0.3,126000,0.47,2000,162,50875,160,0.7622,0.2296
86,0.3,126000,0.47,2000,162,50875,170,0.7629,0.2296
86,0.3,126000,0.47,2000,162,50875,180,0.7635,0.2296
86,0.3,126000,0.47,2000,162,50875,190,0.764,0.2296
86,0.3,126000,0.47,2000,162,50875,200,0.7644,0.2296
86,0.3,126000,0.47,2000,162,50875,210,0.7648,0.2296
86,0.3,126000,0.47,2000,162,50875,220,0.7652,0.2296
86,0.3,126000,0.47,2000,162,50875,230,0.7656,0.2296
86,0.3,126000,0.47,2000,162,50875,240,0.7662,0.2296
86,0.3,126000,0.47,2000,162,50875,250,0.7664,0.2296
86,0.3,126000,0.47,2000,162,50875,260,0.7666,0.2296
86,0.3,126000,0.47,2000,162,50875,270,0.7668,0.2296
86,0.3,126000,0.47,2000,162,50875,280,0.7669,0.2296
86,0.3,126000,0.47,2000,162,50875,290,0.7669,0.2296
86,0.3,126000,0.47,2000,162,50875,300,0.767,0.2296
200,0.18,213000,0.29,1880,124,46805,10,0.3902,0.1132
200,0.18,213000,0.29,1880,124,46805,20,0.5013,0.1271
200,0.18,213000,0.29,1880,124,46805,30,0.5038,0.1271
200,0.18,213000,0.29,1880,124,46805,40,0.5039,0.1294
200,0.18,213000,0.29,1880,124,46805,50,0.5045,0.1294
200,0.18,213000,0.29,1880,124,46805,60,0.5051,0.1294
200,0.18,213000,0.29,1880,124,46805,70,0.5056,0.1294
200,0.18,213000,0.29,1880,124,46805,80,0.5059,0.1294
200,0.18,213000,0.29,1880,124,46805,90,0.5061,0.1294
200,0.18,213000,0.29,1880,124,46805,100,0.5062,0.1294
200,0.18,213000,0.29,1880,124,46805,110,0.5062,0.1294
200,0.18,213000,0.29,1880,124,46805,120,0.5062,0.1294
200,0.18,213000,0.29,1880,124,46805,130,0.5062,0.1294
200,0.18,213000,0.29,1880,124,46805,140,0.5062,0.1294
200,0.18,213000,0.29,1880,124,46805,150,0.5062,0.1294
200,0.18,213000,0.29,1880,124,46805,160,0.5062,0.1294
200,0.18,213000,0.29,1880,124,46805,170,0.5062,0.1294
200,0.18,213000,0.29,1880,124,46805,180,0.5062,0.1294
200,0.18,213000,0.29,1880,124,46805,190,0.5062,0.1294
200,0.18,213000,0.29,1880,124,46805,200,0.5061,0.1317
200,0.18,213000,0.29,1880,124,46805,210,0.5061,0.1317
200,0.18,213000,0.29,1880,124,46805,220,0.5061,0.1317
200,0.18,213000,0.29,1880,124,46805,230,0.5061,0.1317
200,0.18,213000,0.29,1880,124,46805,240,0.5061,0.1317
200,0.18,213000,0.29,1880,124,46805,250,0.5061,0.1317
200,0.18,213000,0.29,1880,124,46805,260,0.506,0.1317
200,0.18,213000,0.29,1880,124,46805,270,0.506,0.1317
200,0.18,213000,0.29,1880,124,46805,280,0.506,0.1317
200,0.18,213000,0.29,1880,124,46805,290,0.506,0.1317
200,0.18,213000,0.29,1880,124,46805,300,0.5059,0.1317
105,0.26,242000,0.2,2000,162,38665,10,0.4193,0.1343
105,0.26,242000,0.2,2000,162,38665,20,0.6765,0.179
105,0.26,242000,0.2,2000,162,38665,30,0.6847,0.179
105,0.26,242000,0.2,2000,162,38665,40,0.6893,0.179
105,0.26,242000,0.2,2000,162,38665,50,0.6935,0.179
105,0.26,242000,0.2,2000,162,38665,60,0.6969,0.179
105,0.26,242000,0.2,2000,162,38665,70,0.7001,0.179
105,0.26,242000,0.2,2000,162,38665,80,0.7033,0.1846
105,0.26,242000,0.2,2000,162,38665,90,0.7058,0.1846
105,0.26,242000,0.2,2000,162,38665,100,0.7081,0.1846
105,0.26,242000,0.2,2000,162,38665,110,0.7109,0.1846
105,0.26,242000,0.2,2000,162,38665,120,0.714,0.1846
105,0.26,242000,0.2,2000,162,38665,130,0.7166,0.1846
105,0.26,242000,0.2,2000,162,38665,140,0.7186,0.1846
105,0.26,242000,0.2,2000,162,38665,150,0.7207,0.1846
105,0.26,242000,0.2,2000,162,38665,160,0.7227,0.1846
105,0.26,242000,0.2,2000,162,38665,170,0.7247,0.1846
105,0.26,242000,0.2,2000,162,38665,180,0.7264,0.1846
105,0.26,242000,0.2,2000,162,38665,190,0.7274,0.1846
105,0.26,242000,0.2,2000,162,38665,200,0.7283,0.1846
105,0.26,242000,0.2,2000,162,38665,210,0.729,0.1846
105,0.26,242000,0.2,2000,162,38665,220,0.7295,0.1846
105,0.26,242000,0.2,2000,162,38665,230,0.73,0.1846
105,0.26,242000,0.2,2000,162,38665,240,0.7304,0.1846
105,0.26,242000,0.2,2000,162,38665,250,0.7307,0.1846
105,0.26,242000,0.2,2000,162,38665,260,0.731,0.1846
105,0.26,242000,0.2,2000,162,38665,270,0.7312,0.1846
105,0.26,242000,0.2,2000,162,38665,280,0.7314,0.1846
105,0.26,242000,0.2,2000,162,38665,290,0.7316,0.1846
105,0.26,242000,0.2,2000,162,38665,300,0.7317,0.1846
67,0.3,242000,0.44,800,10,38665,10,0.3352,0.0601
67,0.3,242000,0.44,800,10,38665,20,0.3432,0.0658
67,0.3,242000,0.44,800,10,38665,30,0.3569,0.0672
67,0.3,242000,0.44,800,10,38665,40,0.3731,0.068
67,0.3,242000,0.44,800,10,38665,50,0.3869,0.0683
67,0.3,242000,0.44,800,10,38665,60,0.3988,0.069
67,0.3,242000,0.44,800,10,38665,70,0.4089,0.0694
67,0.3,242000,0.44,800,10,38665,80,0.4176,0.0697
67,0.3,242000,0.44,800,10,38665,90,0.4249,0.0697
67,0.3,242000,0.44,800,10,38665,100,0.4318,0.0701
67,0.3,242000,0.44,800,10,38665,110,0.4384,0.0701
67,0.3,242000,0.44,800,10,38665,120,0.4445,0.0705
67,0.3,242000,0.44,800,10,38665,130,0.4502,0.0708
67,0.3,242000,0.44,800,10,38665,140,0.4554,0.0712
67,0.3,242000,0.44,800,10,38665,150,0.4605,0.0719
67,0.3,242000,0.44,800,10,38665,160,0.4658,0.0726
67,0.3,242000,0.44,800,10,38665,170,0.4716,0.073
67,0.3,242000,0.44,800,10,38665,180,0.4773,0.0733
67,0.3,242000,0.44,800,10,38665,190,0.4824,0.0737
67,0.3,242000,0.44,800,10,38665,200,0.4868,0.0737
67,0.3,242000,0.44,800,10,38665,210,0.4911,0.0737
67,0.3,242000,0.44,800,10,38665,220,0.4947,0.074
67,0.3,242000,0.44,800,10,38665,230,0.4982,0.074
67,0.3,242000,0.44,800,10,38665,240,0.5015,0.0744
67,0.3,242000,0.44,800,10,38665,250,0.5045,0.0748
67,0.3,242000,0.44,800,10,38665,260,0.5076,0.0748
67,0.3,242000,0.44,800,10,38665,270,0.5104,0.0751
67,0.3,242000,0.44,800,10,38665,280,0.5131,0.0751
67,0.3,242000,0.44,800,10,38665,290,0.5155,0.0755
67,0.3,242000,0.44,800,10,38665,300,0.5178,0.0755
67,0.24,300000,0.29,920,162,30525,10,0.4213,0.0993
67,0.24,300000,0.29,920,162,30525,20,0.7756,0.1312
67,0.24,300000,0.29,920,162,30525,30,0.7881,0.1347
67,0.24,300000,0.29,920,162,30525,40,0.7933,0.1347
67,0.24,300000,0.29,920,162,30525,50,0.7983,0.1347
67,0.24,300000,0.29,920,162,30525,60,0.803,0.1347
67,0.24,300000,0.29,920,162,30525,70,0.8074,0.1347
67,0.24,300000,0.29,920,162,30525,80,0.8114,0.1347
67,0.24,300000,0.29,920,162,30525,90,0.815,0.1347
67,0.24,300000,0.29,920,162,30525,100,0.8181,0.1347
67,0.24,300000,0.29,920,162,30525,110,0.8208,0.1347
67,0.24,300000,0.29,920,162,30525,120,0.8231,0.1347
67,0.24,300000,0.29,920,162,30525,130,0.825,0.1347
67,0.24,300000,0.29,920,162,30525,140,0.8266,0.1347
67,0.24,300000,0.29,920,162,30525,150,0.8278,0.1347
67,0.24,300000,0.29,920,162,30525,160,0.8288,0.1347
67,0.24,300000,0.29,920,162,30525,170,0.8298,0.1347
67,0.24,300000,0.29,920,162,30525,180,0.8307,0.1347
67,0.24,300000,0.29,920,162,30525,190,0.8315,0.1347
67,0.24,300000,0.29,920,162,30525,200,0.8322,0.1347
67,0.24,300000,0.29,920,162,30525,210,0.833,0.1347
67,0.24,300000,0.29,920,162,30525,220,0.8338,0.1347
67,0.24,300000,0.29,920,162,30525,230,0.8348,0.1347
67,0.24,300000,0.29,920,162,30525,240,0.8357,0.1347
67,0.24,300000,0.29,920,162,30525,250,0.8365,0.1382
67,0.24,300000,0.29,920,162,30525,260,0.8371,0.1382
67,0.24,300000,0.29,920,162,30525,270,0.8377,0.1382
67,0.24,300000,0.29,920,162,30525,280,0.8383,0.1382
67,0.24,300000,0.29,920,162,30525,290,0.8389,0.1382
67,0.24,300000,0.29,920,162,30525,300,0.8395,0.1382
86,0.16,300000,0.32,1400,124,32560,10,0.4426,0.1146
86,0.16,300000,0.32,1400,124,32560,20,0.6907,0.1245
86,0.16,300000,0.32,1400,124,32560,30,0.6977,0.1245
86,0.16,300000,0.32,1400,124,32560,40,0.7038,0.1245
86,0.16,300000,0.32,1400,124,32560,50,0.7092,0.1245
86,0.16,300000,0.32,1400,124,32560,60,0.7137,0.1245
86,0.16,300000,0.32,1400,124,32560,70,0.7171,0.1245
86,0.16,300000,0.32,1400,124,32560,80,0.7194,0.1245
86,0.16,300000,0.32,1400,124,32560,90,0.7209,0.1245
86,0.16,300000,0.32,1400,124,32560,100,0.7218,0.1245
86,0.16,300000,0.32,1400,124,32560,110,0.7225,0.1245
86,0.16,300000,0.32,1400,124,32560,120,0.723,0.1245
86,0.16,300000,0.32,1400,124,32560,130,0.7234,0.1245
86,0.16,300000,0.32,1400,124,32560,140,0.7237,0.1245
86,0.16,300000,0.32,1400,124,32560,150,0.7239,0.1245
86,0.16,300000,0.32,1400,124,32560,160,0.7241,0.1245
86,0.16,300000,0.32,1400,124,32560,170,0.7242,0.1245
86,0.16,300000,0.32,1400,124,32560,180,0.7243,0.1245
86,0.16,300000,0.32,1400,124,32560,190,0.7243,0.1245
86,0.16,300000,0.32,1400,124,32560,200,0.7244,0.1245
86,0.16,300000,0.32,1400,124,32560,210,0.7244,0.1245
86,0.16,300000,0.32,1400,124,32560,220,0.7245,0.1245
86,0.16,300000,0.32,1400,124,32560,230,0.7245,0.1245
86,0.16,300000,0.32,1400,124,32560,240,0.7245,0.1245
86,0.16,300000,0.32,1400,124,32560,250,0.7245,0.1245
86,0.16,300000,0.32,1400,124,32560,260,0.7246,0.1245
86,0.16,300000,0.32,1400,124,32560,270,0.7246,0.1245
86,0.16,300000,0.32,1400,124,32560,280,0.7246,0.1245
86,0.16,300000,0.32,1400,124,32560,290,0.7246,0.1245
86,0.16,300000,0.32,1400,124,32560,300,0.7247,0.1245
29,0.3,97000,0.44,1400,181,42735,10,0.2379,0.291
29,0.3,97000,0.44,1400,181,42735,20,0.4835,0.291
29,0.3,97000,0.44,1400,181,42735,30,0.5764,0.291
29,0.3,97000,0.44,1400,181,42735,40,0.6078,0.291
29,0.3,97000,0.44,1400,181,42735,50,0.6246,0.291
29,0.3,97000,0.44,1400,181,42735,60,0.6297,0.291
29,0.3,97000,0.44,1400,181,42735,70,0.6311,0.291
29,0.3,97000,0.44,1400,181,42735,80,0.6314,0.291
29,0.3,97000,0.44,1400,181,42735,90,0.6316,0.291
29,0.3,97000,0.44,1400,181,42735,100,0.6318,0.291
29,0.3,97000,0.44,1400,181,42735,110,0.632,0.291
29,0.3,97000,0.44,1400,181,42735,120,0.6322,0.291
29,0.3,97000,0.44,1400,181,42735,130,0.6324,0.291
29,0.3,97000,0.44,1400,181,42735,140,0.6326,0.291
29,0.3,97000,0.44,1400,181,42735,150,0.6327,0.291
29,0.3,97000,0.44,1400,181,42735,160,0.6329,0.291
29,0.3,97000,0.44,1400,181,42735,170,0.6331,0.291
29,0.3,97000,0.44,1400,181,42735,180,0.6333,0.291
29,0.3,97000,0.44,1400,181,42735,190,0.6335,0.291
29,0.3,97000,0.44,1400,181,42735,200,0.6336,0.291
29,0.3,97000,0.44,1400,181,42735,210,0.6338,0.291
29,0.3,97000,0.44,1400,181,42735,220,0.634,0.291
29,0.3,97000,0.44,1400,181,42735,230,0.6342,0.291
29,0.3,97000,0.44,1400,181,42735,240,0.6344,0.291
29,0.3,97000,0.44,1400,181,42735,250,0.6346,0.291
29,0.3,97000,0.44,1400,181,42735,260,0.6347,0.291
