Permeability,Porosity,Salinity,Sgr,Depth,Thickness,InjectionRate,Time,RTI,STI
10,0.12,155000,0.5,1400,10,48840,10,0.262,0.0863
10,0.12,155000,0.5,1400,10,48840,20,0.3656,0.0959
10,0.12,155000,0.5,1400,10,48840,30,0.3655,0.0985
10,0.12,155000,0.5,1400,10,48840,40,0.367,0.1012
10,0.12,155000,0.5,1400,10,48840,50,0.376,0.1019
10,0.12,155000,0.5,1400,10,48840,60,0.3852,0.1022
10,0.12,155000,0.5,1400,10,48840,70,0.3923,0.1026
10,0.12,155000,0.5,1400,10,48840,80,0.3984,0.1031
10,0.12,155000,0.5,1400,10,48840,90,0.4038,0.1036
10,0.12,155000,0.5,1400,10,48840,100,0.409,0.1038
10,0.12,155000,0.5,1400,10,48840,110,0.4142,0.1043
10,0.12,155000,0.5,1400,10,48840,120,0.4192,0.1046
10,0.12,155000,0.5,1400,10,48840,130,0.4242,0.1048
10,0.12,155000,0.5,1400,10,48840,140,0.4289,0.105
10,0.12,155000,0.5,1400,10,48840,150,0.4337,0.1053
10,0.12,155000,0.5,1400,10,48840,160,0.4382,0.1055
10,0.12,155000,0.5,1400,10,48840,170,0.4425,0.1058
10,0.12,155000,0.5,1400,10,48840,180,0.4464,0.1058
10,0.12,155000,0.5,1400,10,48840,190,0.4501,0.106
10,0.12,155000,0.5,1400,10,48840,200,0.4538,0.106
10,0.12,155000,0.5,1400,10,48840,210,0.4573,0.1062
10,0.12,155000,0.5,1400,10,48840,220,0.4606,0.1065
10,0.12,155000,0.5,1400,10,48840,230,0.4639,0.1065
10,0.12,155000,0.5,1400,10,48840,240,0.4671,0.1067
10,0.12,155000,0.5,1400,10,48840,250,0.4701,0.107
10,0.12,155000,0.5,1400,10,48840,260,0.473,0.1072
10,0.12,155000,0.5,1400,10,48840,270,0.4756,0.1074
10,0.12,155000,0.5,1400,10,48840,280,0.4782,0.1074
10,0.12,155000,0.5,1400,10,48840,290,0.4808,0.1077
10,0.12,155000,0.5,1400,10,48840,300,0.4833,0.1079
105,0.2,68000,0.41,920,200,42735,10,0.327,0.2328
105,0.2,68000,0.41,920,200,42735,20,0.6573,0.2834
105,0.2,68000,0.41,920,200,42735,30,0.6639,0.2834
105,0.2,68000,0.41,920,200,42735,40,0.6689,0.2834
105,0.2,68000,0.41,920,200,42735,50,0.6727,0.2834
105,0.2,68000,0.41,920,200,42735,60,0.6755,0.2834
105,0.2,68000,0.41,920,200,42735,70,0.6776,0.2834
105,0.2,68000,0.41,920,200,42735,80,0.679,0.2834
105,0.2,68000,0.41,920,200,42735,90,0.68,0.2834
105,0.2,68000,0.41,920,200,42735,100,0.6808,0.2834
105,0.2,68000,0.41,920,200,42735,110,0.6814,0.2834
105,0.2,68000,0.41,920,200,42735,120,0.6818,0.2935
105,0.2,68000,0.41,920,200,42735,130,0.6821,0.2935
105,0.2,68000,0.41,920,200,42735,140,0.6823,0.2935
105,0.2,68000,0.41,920,200,42735,150,0.6824,0.2935
105,0.2,68000,0.41,920,200,42735,160,0.6825,0.2935
105,0.2,68000,0.41,920,200,42735,170,0.6826,0.2935
105,0.2,68000,0.41,920,200,42735,180,0.6827,0.2935
105,0.2,68000,0.41,920,200,42735,190,0.683,0.2935
105,0.2,68000,0.41,920,200,42735,200,0.6832,0.2935
105,0.2,68000,0.41,920,200,42735,210,0.6834,0.2935
105,0.2,68000,0.41,920,200,42735,220,0.6835,0.2935
105,0.2,68000,0.41,920,200,42735,230,0.6835,0.2935
105,0.2,68000,0.41,920,200,42735,240,0.6835,0.2935
105,0.2,68000,0.41,920,200,42735,250,0.6835,0.2935
105,0.2,68000,0.41,920,200,42735,260,0.6834,0.2935
105,0.2,68000,0.41,920,200,42735,270,0.6832,0.2935
105,0.2,68000,0.41,920,200,42735,280,0.683,0.2935
105,0.2,68000,0.41,920,200,42735,290,0.6827,0.2935
105,0.2,68000,0.41,920,200,42735,300,0.6823,0.3037
48,0.12,155000,0.32,1880,29,40700,10,0.2705,0.1016
48,0.12,155000,0.32,1880,29,40700,20,0.3295,0.1129
48,0.12,155000,0.32,1880,29,40700,30,0.3694,0.1189
48,0.12,155000,0.32,1880,29,40700,40,0.3939,0.1222
48,0.12,155000,0.32,1880,29,40700,50,0.4109,0.1249
48,0.12,155000,0.32,1880,29,40700,60,0.4243,0.1282
48,0.12,155000,0.32,1880,29,40700,70,0.435,0.1295
48,0.12,155000,0.32,1880,29,40700,80,0.4434,0.1309
48,0.12,155000,0.32,1880,29,40700,90,0.449,0.1329
48,0.12,155000,0.32,1880,29,40700,100,0.4544,0.1342
48,0.12,155000,0.32,1880,29,40700,110,0.4594,0.1355
48,0.12,155000,0.32,1880,29,40700,120,0.4638,0.1362
48,0.12,155000,0.32,1880,29,40700,130,0.4672,0.1368
48,0.12,155000,0.32,1880,29,40700,140,0.468,0.1375
48,0.12,155000,0.32,1880,29,40700,150,0.468,0.1375
48,0.12,155000,0.32,1880,29,40700,160,0.468,0.1375
48,0.12,155000,0.32,1880,29,40700,170,0.4679,0.1375
48,0.12,155000,0.32,1880,29,40700,180,0.4679,0.1375
48,0.12,155000,0.32,1880,29,40700,190,0.4679,0.1375
48,0.12,155000,0.32,1880,29,40700,200,0.4679,0.1375
48,0.12,155000,0.32,1880,29,40700,210,0.4679,0.1375
48,0.12,155000,0.32,1880,29,40700,220,0.4678,0.1375
48,0.12,155000,0.32,1880,29,40700,230,0.4678,0.1375
48,0.12,155000,0.32,1880,29,40700,240,0.4678,0.1375
48,0.12,155000,0.32,1880,29,40700,250,0.4678,0.1375
48,0.12,155000,0.32,1880,29,40700,260,0.4678,0.1375
48,0.12,155000,0.32,1880,29,40700,270,0.4678,0.1375
48,0.12,155000,0.32,1880,29,40700,280,0.4677,0.1375
48,0.12,155000,0.32,1880,29,40700,290,0.4677,0.1375
48,0.12,155000,0.32,1880,29,40700,300,0.4677,0.1375
86,0.26,184000,0.23,1520,67,50875,10,0.3543,0.1679
86,0.26,184000,0.23,1520,67,50875,20,0.5029,0.1892
86,0.26,184000,0.23,1520,67,50875,30,0.5203,0.1977
86,0.26,184000,0.23,1520,67,50875,40,0.5219,0.1977
86,0.26,184000,0.23,1520,67,50875,50,0.5229,0.1977
86,0.26,184000,0.23,1520,67,50875,60,0.5238,0.1977
86,0.26,184000,0.23,1520,67,50875,70,0.5247,0.1977
86,0.26,184000,0.23,1520,67,50875,80,0.5255,0.1977
86,0.26,184000,0.23,1520,67,50875,90,0.5263,0.1977
86,0.26,184000,0.23,1520,67,50875,100,0.5271,0.1977
86,0.26,184000,0.23,1520,67,50875,110,0.5277,0.1977
86,0.26,184000,0.23,1520,67,50875,120,0.5282,0.1998
86,0.26,184000,0.23,1520,67,50875,130,0.5286,0.1998
86,0.26,184000,0.23,1520,67,50875,140,0.5288,0.1998
86,0.26,184000,0.23,1520,67,50875,150,0.5289,0.1998
86,0.26,184000,0.23,1520,67,50875,160,0.529,0.1998
86,0.26,184000,0.23,1520,67,50875,170,0.5289,0.1998
86,0.26,184000,0.23,1520,67,50875,180,0.5289,0.1998
86,0.26,184000,0.23,1520,67,50875,190,0.5289,0.1998
86,0.26,184000,0.23,1520,67,50875,200,0.5288,0.1998
86,0.26,184000,0.23,1520,67,50875,210,0.5287,0.1998
86,0.26,184000,0.23,1520,67,50875,220,0.5287,0.1998
86,0.26,184000,0.23,1520,67,50875,230,0.5286,0.1998
86,0.26,184000,0.23,1520,67,50875,240,0.5285,0.1998
86,0.26,184000,0.23,1520,67,50875,250,0.5285,0.1998
86,0.26,184000,0.23,1520,67,50875,260,0.5284,0.1998
86,0.26,184000,0.23,1520,67,50875,270,0.5283,0.1998
86,0.26,184000,0.23,1520,67,50875,280,0.5282,0.1998
86,0.26,184000,0.23,1520,67,50875,290,0.5282,0.1998
86,0.26,184000,0.23,1520,67,50875,300,0.5281,0.2019
105,0.1,271000,0.32,1040,67,44770,10,0.2998,0.064
105,0.1,271000,0.32,1040,67,44770,20,0.4287,0.0743
105,0.1,271000,0.32,1040,67,44770,30,0.444,0.0755
105,0.1,271000,0.32,1040,67,44770,40,0.4449,0.0755
105,0.1,271000,0.32,1040,67,44770,50,0.4451,0.0755
105,0.1,271000,0.32,1040,67,44770,60,0.4451,0.0755
105,0.1,271000,0.32,1040,67,44770,70,0.4452,0.0755
105,0.1,271000,0.32,1040,67,44770,80,0.4452,0.0755
105,0.1,271000,0.32,1040,67,44770,90,0.4452,0.0755
105,0.1,271000,0.32,1040,67,44770,100,0.4452,0.0755
105,0.1,271000,0.32,1040,67,44770,110,0.4452,0.0755
105,0.1,271000,0.32,1040,67,44770,120,0.4452,0.0755
105,0.1,271000,0.32,1040,67,44770,130,0.4452,0.0755
105,0.1,271000,0.32,1040,67,44770,140,0.4452,0.0755
105,0.1,271000,0.32,1040,67,44770,150,0.4452,0.0755
105,0.1,271000,0.32,1040,67,44770,160,0.4452,0.0755
105,0.1,271000,0.32,1040,67,44770,170,0.4452,0.0755
105,0.1,271000,0.32,1040,67,44770,180,0.4453,0.0755
105,0.1,271000,0.32,1040,67,44770,190,0.4453,0.0755
105,0.1,271000,0.32,1040,67,44770,200,0.4453,0.0755
105,0.1,271000,0.32,1040,67,44770,210,0.4453,0.0755
105,0.1,271000,0.32,1040,67,44770,220,0.4453,0.0755
105,0.1,271000,0.32,1040,67,44770,230,0.4453,0.0755
105,0.1,271000,0.32,1040,67,44770,240,0.4453,0.0755
105,0.1,271000,0.32,1040,67,44770,250,0.4453,0.0755
105,0.1,271000,0.32,1040,67,44770,260,0.4453,0.0761
105,0.1,271000,0.32,1040,67,44770,270,0.4453,0.0761
105,0.1,271000,0.32,1040,67,44770,280,0.4453,0.0761
105,0.1,271000,0.32,1040,67,44770,290,0.4453,0.0761
105,0.1,271000,0.32,1040,67,44770,300,0.4454,0.0761
48,0.2,68000,0.2,1160,181,32560,10,0.2901,0.2126
48,0.2,68000,0.2,1160,181,32560,20,0.5217,0.2923
48,0.2,68000,0.2,1160,181,32560,30,0.5766,0.3188
48,0.2,68000,0.2,1160,181,32560,40,0.5834,0.3188
48,0.2,68000,0.2,1160,181,32560,50,0.5863,0.3188
48,0.2,68000,0.2,1160,181,32560,60,0.5877,0.3188
48,0.2,68000,0.2,1160,181,32560,70,0.589,0.3321
48,0.2,68000,0.2,1160,181,32560,80,0.5901,0.3321
48,0.2,68000,0.2,1160,181,32560,90,0.5913,0.3321
48,0.2,68000,0.2,1160,181,32560,100,0.5923,0.3321
48,0.2,68000,0.2,1160,181,32560,110,0.5931,0.3321
48,0.2,68000,0.2,1160,181,32560,120,0.5939,0.3321
48,0.2,68000,0.2,1160,181,32560,130,0.5946,0.3321
48,0.2,68000,0.2,1160,181,32560,140,0.5953,0.3321
48,0.2,68000,0.2,1160,181,32560,150,0.596,0.3321
48,0.2,68000,0.2,1160,181,32560,160,0.5967,0.3321
48,0.2,68000,0.2,1160,181,32560,170,0.5974,0.3321
48,0.2,68000,0.2,1160,181,32560,180,0.5981,0.3321
48,0.2,68000,0.2,1160,181,32560,190,0.5988,0.3321
48,0.2,68000,0.2,1160,181,32560,200,0.5995,0.3321
48,0.2,68000,0.2,1160,181,32560,210,0.6001,0.3321
48,0.2,68000,0.2,1160,181,32560,220,0.6008,0.3321
48,0.2,68000,0.2,1160,181,32560,230,0.6015,0.3321
48,0.2,68000,0.2,1160,181,32560,240,0.6022,0.3321
48,0.2,68000,0.2,1160,181,32560,250,0.603,0.3321
48,0.2,68000,0.2,1160,181,32560,260,0.6039,0.3321
48,0.2,68000,0.2,1160,181,32560,270,0.6048,0.3321
48,0.2,68000,0.2,1160,181,32560,280,0.6057,0.3321
48,0.2,68000,0.2,1160,181,32560,290,0.6062,0.3454
48,0.2,68000,0.2,1160,181,32560,300,0.6066,0.3454
124,0.28,97000,0.5,1280,105,44770,10,0.4113,0.2174
124,0.28,97000,0.5,1280,105,44770,20,0.6816,0.2367
124,0.28,97000,0.5,1280,105,44770,30,0.6877,0.2367
124,0.28,97000,0.5,1280,105,44770,40,0.6909,0.2367
124,0.28,97000,0.5,1280,105,44770,50,0.692,0.2367
124,0.28,97000,0.5,1280,105,44770,60,0.6924,0.2367
124,0.28,97000,0.5,1280,105,44770,70,0.6927,0.2367
124,0.28,97000,0.5,1280,105,44770,80,0.6929,0.2367
124,0.28,97000,0.5,1280,105,44770,90,0.693,0.2415
124,0.28,97000,0.5,1280,105,44770,100,0.6929,0.2415
124,0.28,97000,0.5,1280,105,44770,110,0.6926,0.2415
124,0.28,97000,0.5,1280,105,44770,120,0.6921,0.2415
124,0.28,97000,0.5,1280,105,44770,130,0.691,0.2415
124,0.28,97000,0.5,1280,105,44770,140,0.6902,0.2415
124,0.28,97000,0.5,1280,105,44770,150,0.6894,0.2464
124,0.28,97000,0.5,1280,105,44770,160,0.6888,0.2464
124,0.28,97000,0.5,1280,105,44770,170,0.6881,0.2464
124,0.28,97000,0.5,1280,105,44770,180,0.6874,0.2464
124,0.28,97000,0.5,1280,105,44770,190,0.6867,0.2464
124,0.28,97000,0.5,1280,105,44770,200,0.6861,0.2464
124,0.28,97000,0.5,1280,105,44770,210,0.6854,0.2464
124,0.28,97000,0.5,1280,105,44770,220,0.6847,0.2512
124,0.28,97000,0.5,1280,105,44770,230,0.684,0.2512
124,0.28,97000,0.5,1280,105,44770,240,0.6834,0.2512
124,0.28,97000,0.5,1280,105,44770,250,0.6827,0.2512
124,0.28,97000,0.5,1280,105,44770,260,0.682,0.2512
124,0.28,97000,0.5,1280,105,44770,270,0.6813,0.2512
124,0.28,97000,0.5,1280,105,44770,280,0.6807,0.256
124,0.28,97000,0.5,1280,105,44770,290,0.68,0.256
124,0.28,97000,0.5,1280,105,44770,300,0.6793,0.256
67,0.26,155000,0.5,1640,181,40700,10,0.3271,0.1701
67,0.26,155000,0.5,1640,181,40700,20,0.7545,0.1966
67,0.26,155000,0.5,1640,181,40700,30,0.7613,0.1966
67,0.26,155000,0.5,1640,181,40700,40,0.767,0.1966
67,0.26,155000,0.5,1640,181,40700,50,0.7731,0.1966
67,0.26,155000,0.5,1640,181,40700,60,0.778,0.1966
67,0.26,155000,0.5,1640,181,40700,70,0.7813,0.1966
67,0.26,155000,0.5,1640,181,40700,80,0.7838,0.1966
67,0.26,155000,0.5,1640,181,40700,90,0.7858,0.1966
67,0.26,155000,0.5,1640,181,40700,100,0.7874,0.1966
67,0.26,155000,0.5,1640,181,40700,110,0.7887,0.1966
67,0.26,155000,0.5,1640,181,40700,120,0.7898,0.1966
67,0.26,155000,0.5,1640,181,40700,130,0.7908,0.1966
67,0.26,155000,0.5,1640,181,40700,140,0.7917,0.1966
67,0.26,155000,0.5,1640,181,40700,150,0.7926,0.1966
67,0.26,155000,0.5,1640,181,40700,160,0.7934,0.1966
67,0.26,155000,0.5,1640,181,40700,170,0.7942,0.1966
67,0.26,155000,0.5,1640,181,40700,180,0.795,0.1966
67,0.26,155000,0.5,1640,181,40700,190,0.7957,0.1966
67,0.26,155000,0.5,1640,181,40700,200,0.7964,0.1966
67,0.26,155000,0.5,1640,181,40700,210,0.797,0.1966
67,0.26,155000,0.5,1640,181,40700,220,0.7976,0.1966
67,0.26,155000,0.5,1640,181,40700,230,0.7981,0.1966
67,0.26,155000,0.5,1640,181,40700,240,0.7986,0.1966
67,0.26,155000,0.5,1640,181,40700,250,0.7989,0.1966
67,0.26,155000,0.5,1640,181,40700,260,0.7993,0.1966
67,0.26,155000,0.5,1640,181,40700,270,0.7995,0.1966
67,0.26,155000,0.5,1640,181,40700,280,0.7998,0.1966
67,0.26,155000,0.5,1640,181,40700,290,0.7999,0.1966
67,0.26,155000,0.5,1640,181,40700,300,0.8001,0.1966
124,0.14,10000,0.29,1160,48,50875,10,0.2274,0.1828
124,0.14,10000,0.29,1160,48,50875,20,0.3296,0.2211
124,0.14,10000,0.29,1160,48,50875,30,0.3538,0.2317
124,0.14,10000,0.29,1160,48,50875,40,0.3628,0.2381
124,0.14,10000,0.29,1160,48,50875,50,0.3621,0.2381
124,0.14,10000,0.29,1160,48,50875,60,0.3613,0.2381
124,0.14,10000,0.29,1160,48,50875,70,0.3606,0.2402
124,0.14,10000,0.29,1160,48,50875,80,0.3599,0.2402
124,0.14,10000,0.29,1160,48,50875,90,0.3592,0.2423
124,0.14,10000,0.29,1160,48,50875,100,0.3585,0.2423
124,0.14,10000,0.29,1160,48,50875,110,0.3578,0.2423
124,0.14,10000,0.29,1160,48,50875,120,0.357,0.2444
124,0.14,10000,0.29,1160,48,50875,130,0.3563,0.2444
124,0.14,10000,0.29,1160,48,50875,140,0.3556,0.2466
124,0.14,10000,0.29,1160,48,50875,150,0.3548,0.2466
124,0.14,10000,0.29,1160,48,50875,160,0.354,0.2487
124,0.14,10000,0.29,1160,48,50875,170,0.3531,0.2487
124,0.14,10000,0.29,1160,48,50875,180,0.3521,0.2487
124,0.14,10000,0.29,1160,48,50875,190,0.3514,0.2508
124,0.14,10000,0.29,1160,48,50875,200,0.3506,0.2508
124,0.14,10000,0.29,1160,48,50875,210,0.3499,0.253
124,0.14,10000,0.29,1160,48,50875,220,0.3491,0.253
124,0.14,10000,0.29,1160,48,50875,230,0.3481,0.2551
124,0.14,10000,0.29,1160,48,50875,240,0.3472,0.2551
124,0.14,10000,0.29,1160,48,50875,250,0.3464,0.2551
124,0.14,10000,0.29,1160,48,50875,260,0.3455,0.2572
124,0.14,10000,0.29,1160,48,50875,270,0.3446,0.2572
124,0.14,10000,0.29,1160,48,50875,280,0.3439,0.2593
124,0.14,10000,0.29,1160,48,50875,290,0.3432,0.2593
124,0.14,10000,0.29,1160,48,50875,300,0.3426,0.2615
200,0.18,184000,0.41,1520,10,30525,10,0.2039,0.0604
200,0.18,184000,0.41,1520,10,30525,20,0.2465,0.0671
200,0.18,184000,0.41,1520,10,30525,30,0.282,0.0693
200,0.18,184000,0.41,1520,10,30525,40,0.3102,0.0728
200,0.18,184000,0.41,1520,10,30525,50,0.3329,0.0746
200,0.18,184000,0.41,1520,10,30525,60,0.3506,0.0764
200,0.18,184000,0.41,1520,10,30525,70,0.367,0.0788
200,0.18,184000,0.41,1520,10,30525,80,0.3815,0.0797
200,0.18,184000,0.41,1520,10,30525,90,0.3929,0.0808
200,0.18,184000,0.41,1520,10,30525,100,0.4018,0.0817
200,0.18,184000,0.41,1520,10,30525,110,0.4094,0.0821
200,0.18,184000,0.41,1520,10,30525,120,0.4166,0.083
200,0.18,184000,0.41,1520,10,30525,130,0.4226,0.0839
200,0.18,184000,0.41,1520,10,30525,140,0.4281,0.085
200,0.18,184000,0.41,1520,10,30525,150,0.4331,0.0857
200,0.18,184000,0.41,1520,10,30525,160,0.4372,0.0864
200,0.18,184000,0.41,1520,10,30525,170,0.4407,0.0868
200,0.18,184000,0.41,1520,10,30525,180,0.4428,0.0872
200,0.18,184000,0.41,1520,10,30525,190,0.4428,0.0872
200,0.18,184000,0.41,1520,10,30525,200,0.4428,0.0872
200,0.18,184000,0.41,1520,10,30525,210,0.4428,0.0872
200,0.18,184000,0.41,1520,10,30525,220,0.4428,0.0872
200,0.18,184000,0.41,1520,10,30525,230,0.4428,0.0872
200,0.18,184000,0.41,1520,10,30525,240,0.4428,0.0872
200,0.18,184000,0.41,1520,10,30525,250,0.4429,0.0872
200,0.18,184000,0.41,1520,10,30525,260,0.4429,0.0872
200,0.18,184000,0.41,1520,10,30525,270,0.4429,0.0872
200,0.18,184000,0.41,1520,10,30525,280,0.4429,0.0872
200,0.18,184000,0.41,1520,10,30525,290,0.4429,0.0872
200,0.18,184000,0.41,1520,10,30525,300,0.4429,0.0872
86,0.22,271000,0.47,2000,181,34595,10,0.3924,0.124
86,0.22,271000,0.47,2000,181,34595,20,0.8056,0.124
86,0.22,271000,0.47,2000,181,34595,30,0.8124,0.124
86,0.22,271000,0.47,2000,181,34595,40,0.819,0.124
86,0.22,271000,0.47,2000,181,34595,50,0.8255,0.124
86,0.22,271000,0.47,2000,181,34595,60,0.8318,0.124
86,0.22,271000,0.47,2000,181,34595,70,0.8379,0.124
86,0.22,271000,0.47,2000,181,34595,80,0.8437,0.124
86,0.22,271000,0.47,2000,181,34595,90,0.8489,0.124
86,0.22,271000,0.47,2000,181,34595,100,0.8536,0.124
86,0.22,271000,0.47,2000,181,34595,110,0.8578,0.124
86,0.22,271000,0.47,2000,181,34595,120,0.8613,0.124
86,0.22,271000,0.47,2000,181,34595,130,0.8643,0.124
86,0.22,271000,0.47,2000,181,34595,140,0.8668,0.124
86,0.22,271000,0.47,2000,181,34595,150,0.8688,0.124
86,0.22,271000,0.47,2000,181,34595,160,0.8704,0.124
86,0.22,271000,0.47,2000,181,34595,170,0.8717,0.124
86,0.22,271000,0.47,2000,181,34595,180,0.8726,0.124
86,0.22,271000,0.47,2000,181,34595,190,0.8734,0.124
86,0.22,271000,0.47,2000,181,34595,200,0.874,0.124
86,0.22,271000,0.47,2000,181,34595,210,0.8744,0.124
86,0.22,271000,0.47,2000,181,34595,220,0.8748,0.124
86,0.22,271000,0.47,2000,181,34595,230,0.875,0.124
86,0.22,271000,0.47,2000,181,34595,240,0.8752,0.124
86,0.22,271000,0.47,2000,181,34595,250,0.8753,0.124
86,0.22,271000,0.47,2000,181,34595,260,0.8754,0.124
86,0.22,271000,0.47,2000,181,34595,270,0.8755,0.124
86,0.22,271000,0.47,2000,181,34595,280,0.8755,0.124
86,0.22,271000,0.47,2000,181,34595,290,0.8755,0.124
86,0.22,271000,0.47,2000,181,34595,300,0.8755,0.124
162,0.26,10000,0.32,1640,29,46805,10,0.2433,0.1825
162,0.26,10000,0.32,1640,29,46805,20,0.3372,0.2126
162,0.26,10000,0.32,1640,29,46805,30,0.3681,0.2264
162,0.26,10000,0.32,1640,29,46805,40,0.3855,0.231
162,0.26,10000,0.32,1640,29,46805,50,0.395,0.2357
162,0.26,10000,0.32,1640,29,46805,60,0.397,0.2357
162,0.26,10000,0.32,1640,29,46805,70,0.3967,0.238
162,0.26,10000,0.32,1640,29,46805,80,0.3964,0.238
162,0.26,10000,0.32,1640,29,46805,90,0.3961,0.238
162,0.26,10000,0.32,1640,29,46805,100,0.3958,0.238
162,0.26,10000,0.32,1640,29,46805,110,0.3955,0.2403
162,0.26,10000,0.32,1640,29,46805,120,0.3952,0.2403
162,0.26,10000,0.32,1640,29,46805,130,0.3948,0.2403
162,0.26,10000,0.32,1640,29,46805,140,0.3945,0.2403
162,0.26,10000,0.32,1640,29,46805,150,0.3942,0.2403
162,0.26,10000,0.32,1640,29,46805,160,0.3939,0.2426
162,0.26,10000,0.32,1640,29,46805,170,0.3935,0.2426
162,0.26,10000,0.32,1640,29,46805,180,0.3931,0.2426
162,0.26,10000,0.32,1640,29,46805,190,0.3928,0.2426
162,0.26,10000,0.32,1640,29,46805,200,0.3924,0.2449
162,0.26,10000,0.32,1640,29,46805,210,0.392,0.2449
162,0.26,10000,0.32,1640,29,46805,220,0.3915,0.2449
162,0.26,10000,0.32,1640,29,46805,230,0.3911,0.2449
162,0.26,10000,0.32,1640,29,46805,240,0.3908,0.2449
162,0.26,10000,0.32,1640,29,46805,250,0.3903,0.2472
162,0.26,10000,0.32,1640,29,46805,260,0.39,0.2472
162,0.26,10000,0.32,1640,29,46805,270,0.3896,0.2472
162,0.26,10000,0.32,1640,29,46805,280,0.3892,0.2472
162,0.26,10000,0.32,1640,29,46805,290,0.3889,0.2495
162,0.26,10000,0.32,1640,29,46805,300,0.3885,0.2495
10,0.14,184000,0.26,1520,86,50875,10,0.2863,0.167
10,0.14,184000,0.26,1520,86,50875,20,0.4749,0.167
10,0.14,184000,0.26,1520,86,50875,30,0.6113,0.167
10,0.14,184000,0.26,1520,86,50875,40,0.6636,0.2226
10,0.14,184000,0.26,1520,86,50875,50,0.6984,0.2226
10,0.14,184000,0.26,1520,86,50875,60,0.712,0.2226
10,0.14,184000,0.26,1520,86,50875,70,0.7162,0.2226
10,0.14,184000,0.26,1520,86,50875,80,0.7177,0.2226
10,0.14,184000,0.26,1520,86,50875,90,0.7185,0.2226
10,0.14,184000,0.26,1520,86,50875,100,0.7192,0.2226
10,0.14,184000,0.26,1520,86,50875,110,0.7199,0.2226
10,0.14,184000,0.26,1520,86,50875,120,0.7206,0.2226
10,0.14,184000,0.26,1520,86,50875,130,0.7213,0.2226
10,0.14,184000,0.26,1520,86,50875,140,0.722,0.2226
10,0.14,184000,0.26,1520,86,50875,150,0.7227,0.2226
10,0.14,184000,0.26,1520,86,50875,160,0.7234,0.2226
10,0.14,184000,0.26,1520,86,50875,170,0.7241,0.2226
10,0.14,184000,0.26,1520,86,50875,180,0.7247,0.2226
10,0.14,184000,0.26,1520,86,50875,190,0.7254,0.2226
10,0.14,184000,0.26,1520,86,50875,200,0.7261,0.2226
10,0.14,184000,0.26,1520,86,50875,210,0.7268,0.2226
10,0.14,184000,0.26,1520,86,50875,220,0.7275,0.2226
10,0.14,184000,0.26,1520,86,50875,230,0.7282,0.2226
10,0.14,184000,0.26,1520,86,50875,240,0.7288,0.2226
10,0.14,184000,0.26,1520,86,50875,250,0.7295,0.2226
10,0.14,184000,0.26,1520,86,50875,260,0.7302,0.2226
10,0.14,184000,0.26,1520,86,50875,270,0.7309,0.2226
10,0.14,184000,0.26,1520,86,50875,280,0.7316,0.2226
10,0.14,184000,0.26,1520,86,50875,290,0.7323,0.2226
10,0.14,184000,0.26,1520,86,50875,300,0.733,0.2226
124,0.24,97000,0.23,800,124,46805,10,0.3579,0.2264
124,0.24,97000,0.23,800,124,46805,20,0.5412,0.2726
124,0.24,97000,0.23,800,124,46805,30,0.5438,0.2726
124,0.24,97000,0.23,800,124,46805,40,0.546,0.2726
124,0.24,97000,0.23,800,124,46805,50,0.5481,0.2726
124,0.24,97000,0.23,800,124,46805,60,0.5504,0.2726
124,0.24,97000,0.23,800,124,46805,70,0.5529,0.2773
124,0.24,97000,0.23,800,124,46805,80,0.5551,0.2773
124,0.24,97000,0.23,800,124,46805,90,0.5567,0.2773
124,0.24,97000,0.23,800,124,46805,100,0.5579,0.2773
124,0.24,97000,0.23,800,124,46805,110,0.559,0.2773
124,0.24,97000,0.23,800,124,46805,120,0.5598,0.2773
124,0.24,97000,0.23,800,124,46805,130,0.5604,0.2819
124,0.24,97000,0.23,800,124,46805,140,0.5608,0.2819
124,0.24,97000,0.23,800,124,46805,150,0.561,0.2819
124,0.24,97000,0.23,800,124,46805,160,0.5609,0.2819
124,0.24,97000,0.23,800,124,46805,170,0.5605,0.2819
124,0.24,97000,0.23,800,124,46805,180,0.5601,0.2819
124,0.24,97000,0.23,800,124,46805,190,0.5596,0.2865
124,0.24,97000,0.23,800,124,46805,200,0.5591,0.2865
124,0.24,97000,0.23,800,124,46805,210,0.5586,0.2865
124,0.24,97000,0.23,800,124,46805,220,0.5581,0.2865
124,0.24,97000,0.23,800,124,46805,230,0.5576,0.2865
124,0.24,97000,0.23,800,124,46805,240,0.5571,0.2865
124,0.24,97000,0.23,800,124,46805,250,0.5566,0.2911
124,0.24,97000,0.23,800,124,46805,260,0.556,0.2911
124,0.24,97000,0.23,800,124,46805,270,0.5554,0.2911
124,0.24,97000,0.23,800,124,46805,280,0.5549,0.2911
124,0.24,97000,0.23,800,124,46805,290,0.5543,0.2911
124,0.24,97000,0.23,800,124,46805,300,0.5538,0.2911
200,0.1,39000,0.23,1400,48,50875,10,0.1957,0.136
200,0.1,39000,0.23,1400,48,50875,20,0.2689,0.1732
200,0.1,39000,0.23,1400,48,50875,30,0.2849,0.1881
200,0.1,39000,0.23,1400,48,50875,40,0.2842,0.1892
200,0.1,39000,0.23,1400,48,50875,50,0.2835,0.1902
200,0.1,39000,0.23,1400,48,50875,60,0.2827,0.1913
200,0.1,39000,0.23,1400,48,50875,70,0.2819,0.1924
